user_id,age,gender,device,region,time_of_day,session_count,avg_purchase,reward_arm_0,reward_arm_1,reward_arm_2,reward_arm_3,reward_arm_4
1839,51,M,desktop,guneydogu_anadolu,morning,2,221.84,1,0,0,1,0
1840,41,M,desktop,marmara,afternoon,2,220.6,0,0,0,1,0
1841,32,F,mobile,marmara,afternoon,15,72.57,0,1,0,0,0
1842,55,M,desktop,marmara,evening,12,51.52,0,1,0,0,1
1843,25,M,mobile,karadeniz,morning,15,138.35,1,1,0,0,1
1844,22,F,desktop,ege,morning,6,98.51,1,0,0,0,0
1845,65,M,desktop,ic_anadolu,evening,14,229.17,0,1,0,0,0
1846,43,M,mobile,marmara,morning,13,118.46,0,0,1,1,0
1847,35,F,mobile,ic_anadolu,afternoon,15,86.29,0,0,0,0,0
1848,23,F,desktop,akdeniz,morning,10,55.5,1,0,0,0,0
1849,54,F,tablet,ic_anadolu,afternoon,3,160.23,1,1,0,0,0
1850,65,F,mobile,karadeniz,night,14,21.79,0,0,0,0,0
1851,30,F,desktop,marmara,evening,13,49.08,1,0,1,0,1
1852,45,M,desktop,akdeniz,morning,8,99.71,0,1,0,1,0
1853,22,M,mobile,ic_anadolu,afternoon,5,81.2,0,0,1,0,0
1854,30,F,mobile,akdeniz,night,11,180.73,0,0,1,0,1
1855,34,M,desktop,marmara,night,4,145.03,0,0,0,1,1
1856,67,F,desktop,karadeniz,morning,14,51.91,0,0,0,0,0
1857,57,F,mobile,guneydogu_anadolu,evening,15,69.66,0,0,0,0,0
1858,62,M,desktop,guneydogu_anadolu,afternoon,7,41.56,1,0,0,1,0
1859,49,M,mobile,karadeniz,afternoon,3,104.26,0,1,0,0,0
1860,46,M,tablet,ege,morning,1,367.16,0,0,0,0,0
1861,68,M,desktop,ege,night,9,294.74,0,0,0,0,0
1862,20,M,tablet,marmara,evening,15,170.99,0,0,0,0,1
1863,57,M,tablet,ege,morning,12,188.45,0,0,0,0,0
1864,51,F,tablet,marmara,evening,6,111.98,1,1,0,0,0
1865,57,M,tablet,marmara,afternoon,5,216.05,0,0,0,0,0
1866,44,M,mobile,dogu_anadolu,morning,4,76.46,0,0,0,0,1
1867,30,M,mobile,guneydogu_anadolu,afternoon,2,173.73,0,0,1,0,0
1868,62,F,mobile,guneydogu_anadolu,evening,7,152.18,0,0,0,0,0
1869,50,M,mobile,marmara,morning,7,161.67,0,0,0,1,0
1870,23,M,tablet,dogu_anadolu,afternoon,12,175.26,0,0,1,1,0
1871,41,F,desktop,marmara,afternoon,14,125.84,1,0,0,1,0
1872,36,M,desktop,akdeniz,evening,13,174.98,0,0,0,0,0
1873,33,F,desktop,ic_anadolu,morning,8,149.79,0,0,0,0,0
1874,57,F,mobile,akdeniz,morning,5,63.7,1,0,0,0,0
1875,45,M,mobile,guneydogu_anadolu,afternoon,3,182.11,0,0,0,0,0
1876,50,F,mobile,ege,afternoon,13,60.64,0,0,1,0,1
1877,65,F,desktop,akdeniz,evening,5,75.71,0,0,0,0,0
1878,58,M,mobile,marmara,night,11,105.25,0,0,0,0,0
1879,30,M,desktop,dogu_anadolu,morning,4,365.69,0,0,0,0,0
1880,60,F,mobile,ege,evening,14,184.09,0,0,0,0,0
1881,62,M,desktop,ic_anadolu,morning,8,62.23,0,0,0,1,0
1882,42,M,tablet,ic_anadolu,morning,6,236.82,0,1,0,1,0
1883,70,M,mobile,ic_anadolu,afternoon,9,40.5,0,0,0,0,0
1884,59,M,mobile,akdeniz,evening,15,160.45,0,0,0,0,0
1885,53,M,mobile,marmara,evening,7,64.57,1,0,0,0,1
1886,44,F,mobile,ic_anadolu,evening,2,272.54,0,0,0,1,0
1887,55,F,desktop,guneydogu_anadolu,morning,9,130.45,0,0,0,1,0
1888,24,M,mobile,karadeniz,evening,13,156.9,0,0,0,0,0
1889,22,M,tablet,marmara,evening,13,163.12,0,0,0,0,1
1890,60,F,mobile,marmara,afternoon,6,94.8,0,0,0,0,0
1891,62,M,mobile,akdeniz,night,12,124.43,1,1,0,1,0
1892,68,M,tablet,karadeniz,morning,11,146.79,0,0,0,0,0
1893,48,F,mobile,ege,evening,7,183.21,0,0,1,0,0
1894,40,F,mobile,ic_anadolu,afternoon,12,58.48,0,0,0,1,0
1895,59,F,mobile,guneydogu_anadolu,evening,2,88.33,0,0,0,0,0
1896,27,M,tablet,akdeniz,evening,9,27.85,0,0,0,0,1
1897,49,F,tablet,marmara,afternoon,1,309.79,0,0,0,0,0
1898,60,F,tablet,dogu_anadolu,night,6,76.33,0,0,0,0,1
1899,70,M,mobile,akdeniz,morning,15,306.7,1,0,0,0,0
1900,47,M,desktop,ege,morning,8,25.94,1,0,1,0,0
1901,56,F,desktop,ege,night,2,30.74,1,0,0,0,1
1902,48,F,desktop,ege,morning,3,37.42,1,0,0,0,0
1903,35,M,tablet,ic_anadolu,afternoon,10,175.5,0,0,0,0,1
1904,53,M,tablet,ege,evening,15,95.82,0,0,0,0,0
1905,19,M,mobile,ege,evening,10,374.21,0,0,1,0,1
1906,31,M,mobile,ic_anadolu,night,7,139.87,0,0,1,0,1
1907,30,F,desktop,marmara,evening,13,80.75,0,0,0,0,1
1908,46,F,mobile,marmara,evening,14,182.92,0,0,0,1,0
1909,29,F,mobile,ic_anadolu,night,12,234.72,1,0,0,0,0
1910,56,F,mobile,dogu_anadolu,afternoon,12,240.43,1,0,0,0,0
1911,19,M,desktop,marmara,afternoon,1,266.22,0,1,0,0,0
1912,49,F,mobile,marmara,evening,5,154.47,0,1,1,0,0
1913,30,F,desktop,ic_anadolu,morning,11,80.76,1,0,0,1,0
1914,63,M,tablet,ic_anadolu,morning,6,97.22,0,0,0,0,0
1915,44,F,desktop,ege,evening,10,71.74,0,0,1,0,0
1916,66,F,tablet,marmara,night,7,113.13,0,0,0,0,0
1917,58,F,desktop,marmara,afternoon,13,205.72,0,0,0,0,0
1918,34,M,desktop,karadeniz,morning,10,131.82,1,0,0,1,0
1919,57,M,mobile,akdeniz,afternoon,12,286.18,1,0,0,0,0
1920,48,F,mobile,dogu_anadolu,afternoon,15,247.69,0,0,0,0,0
1921,51,M,mobile,akdeniz,afternoon,8,225.81,0,1,1,1,0
1922,41,M,desktop,ic_anadolu,evening,3,51.92,0,0,0,0,1
1923,62,M,desktop,guneydogu_anadolu,morning,14,219.99,1,0,0,0,0
1924,52,M,mobile,marmara,afternoon,9,84.23,1,0,0,0,1
1925,65,M,desktop,akdeniz,evening,1,174.73,0,0,0,0,0
1926,23,M,desktop,marmara,evening,11,124.99,0,0,1,0,0
1927,36,F,mobile,ege,morning,5,56.74,0,0,0,0,0
1928,47,F,desktop,marmara,afternoon,15,63.02,0,0,0,0,1
1929,24,F,desktop,marmara,morning,7,134.09,1,0,0,0,0
1930,27,M,desktop,guneydogu_anadolu,night,7,94.84,0,1,0,0,0
1931,58,M,tablet,ic_anadolu,morning,4,60.75,1,0,0,1,0
1932,49,M,desktop,dogu_anadolu,night,1,236.77,1,0,0,1,1
1933,51,F,tablet,ege,evening,15,50.36,0,0,1,0,0
1934,45,M,desktop,ic_anadolu,afternoon,14,30.17,0,0,1,0,1
1935,32,M,mobile,marmara,afternoon,15,212.36,0,1,1,1,0
1936,47,M,desktop,akdeniz,evening,8,67.32,1,0,1,0,0
1937,54,M,mobile,akdeniz,morning,4,38.94,1,0,1,1,1
1938,46,M,mobile,marmara,morning,2,163.17,0,0,0,0,0
1939,39,M,mobile,karadeniz,morning,5,105.89,0,0,0,0,0
1940,21,M,mobile,marmara,evening,10,212.24,0,0,1,0,1
1941,37,M,mobile,akdeniz,afternoon,9,302.62,0,0,0,0,1
1942,49,F,desktop,akdeniz,night,5,24.01,0,1,1,0,0
1943,53,F,mobile,guneydogu_anadolu,morning,15,94.84,0,1,0,1,0
1944,67,M,mobile,marmara,evening,3,37.07,0,0,1,1,0
1945,21,F,tablet,akdeniz,morning,7,191.01,0,1,0,1,0
1946,44,M,desktop,akdeniz,afternoon,3,72.9,0,0,1,1,0
1947,34,F,tablet,marmara,morning,6,40.26,0,0,1,0,0
1948,29,M,mobile,ic_anadolu,night,10,86.52,0,0,0,0,0
1949,39,F,mobile,marmara,morning,13,249.12,0,1,0,0,0
1950,34,F,desktop,marmara,evening,5,55.61,0,0,1,0,0
1951,27,M,mobile,marmara,morning,11,90.97,1,0,0,0,0
1952,18,F,mobile,karadeniz,evening,6,47.13,0,0,0,0,1
1953,39,F,mobile,marmara,afternoon,9,227.13,0,0,1,0,1
1954,43,F,tablet,akdeniz,morning,1,42.45,0,0,0,0,0
1955,35,M,mobile,marmara,evening,5,259.85,0,0,0,0,0
1956,67,F,mobile,marmara,morning,15,155.65,0,0,0,0,0
1957,31,M,tablet,marmara,afternoon,11,361.77,0,1,0,0,0
1958,64,M,mobile,akdeniz,morning,14,40.6,1,0,0,1,0
1959,46,M,mobile,marmara,evening,2,147.61,0,0,1,1,0
1960,29,M,desktop,marmara,afternoon,12,21.4,1,1,1,0,0
1961,53,M,desktop,karadeniz,morning,13,23.22,1,1,0,1,0
1962,52,F,mobile,akdeniz,evening,11,165.87,0,0,1,0,1
1963,69,M,tablet,marmara,morning,8,45.65,0,0,0,0,0
1964,29,F,desktop,akdeniz,afternoon,8,81.53,0,0,1,0,1
1965,24,M,desktop,marmara,evening,14,219.83,0,0,0,0,0
1966,46,F,mobile,ic_anadolu,night,15,201.03,0,0,0,0,0
1967,28,M,desktop,ege,morning,7,117.48,0,1,0,1,1
1968,50,F,mobile,marmara,evening,10,147.93,0,0,1,1,0
1969,23,F,mobile,marmara,afternoon,15,378.78,0,0,0,0,0
1970,64,M,desktop,ege,afternoon,11,135.44,1,0,0,0,0
1971,32,M,tablet,karadeniz,afternoon,11,188.96,0,0,0,0,1
1972,49,F,mobile,marmara,morning,13,139.64,0,0,1,1,0
1973,68,M,mobile,marmara,afternoon,4,49.13,0,0,1,0,0
1974,28,M,desktop,akdeniz,evening,7,53.41,0,0,0,1,0
1975,40,M,mobile,akdeniz,afternoon,8,85.32,0,0,1,0,0
1976,43,M,tablet,marmara,morning,5,149.6,0,0,0,1,0
1977,51,F,desktop,marmara,morning,15,358.6,1,0,0,0,0
1978,63,F,desktop,marmara,afternoon,9,194.93,0,1,1,0,0
1979,51,M,desktop,marmara,afternoon,4,48.34,0,0,0,0,0
1980,46,M,desktop,ege,morning,3,198.37,1,0,0,0,0
1981,21,F,desktop,marmara,afternoon,13,161.53,1,0,1,0,1
1982,34,F,desktop,ic_anadolu,evening,11,77.04,1,0,0,0,0
1983,52,M,tablet,guneydogu_anadolu,morning,3,101.05,0,0,0,0,0
1984,30,F,mobile,ic_anadolu,evening,3,22.91,0,0,1,0,1
1985,58,F,desktop,ege,night,1,295.96,1,0,0,0,0
1986,56,F,mobile,ic_anadolu,morning,3,88.71,1,0,0,0,0
1987,32,F,desktop,akdeniz,morning,8,79.98,0,0,1,0,0
1988,46,F,mobile,karadeniz,afternoon,13,231.93,0,0,1,0,1
1989,46,M,desktop,ic_anadolu,morning,6,60.95,1,1,1,0,0
1990,28,F,desktop,ic_anadolu,evening,2,139.55,0,0,0,1,0
1991,69,F,tablet,marmara,afternoon,8,136.84,1,0,0,1,0
1992,49,F,desktop,ege,afternoon,13,92.18,0,1,0,0,0
1993,19,F,mobile,ege,morning,7,59.98,0,0,0,0,0
1994,64,F,mobile,marmara,morning,14,154.44,0,0,0,0,1
1995,31,F,desktop,ege,morning,4,84.3,1,0,1,0,0
1996,37,M,mobile,akdeniz,afternoon,15,174.35,0,0,0,0,0
1997,39,F,mobile,ic_anadolu,morning,3,134.33,0,0,1,0,0
1998,28,F,desktop,guneydogu_anadolu,evening,12,72.75,1,0,1,0,0
1999,44,F,desktop,marmara,morning,13,248.16,0,0,0,0,0
2000,20,M,desktop,marmara,evening,1,22.89,0,0,0,0,1
2001,34,M,tablet,dogu_anadolu,afternoon,4,105.07,1,1,1,1,0
2002,61,F,mobile,guneydogu_anadolu,morning,12,31.16,0,0,0,0,1
2003,45,M,desktop,akdeniz,morning,15,242.72,1,0,1,1,0
2004,46,F,tablet,marmara,evening,13,158.3,0,0,1,1,0
2005,38,M,desktop,akdeniz,afternoon,9,144.58,0,0,0,0,0
2006,64,F,desktop,marmara,morning,10,91.86,0,0,0,0,0
2007,33,M,desktop,dogu_anadolu,morning,10,124.18,1,1,1,0,0
2008,54,M,mobile,ic_anadolu,night,7,90.31,1,0,1,0,0
2009,37,F,desktop,marmara,evening,1,210.86,0,0,1,0,0
2010,23,M,mobile,dogu_anadolu,afternoon,14,100.23,0,0,1,0,1
2011,36,M,tablet,ic_anadolu,afternoon,8,40.62,0,0,0,1,0
2012,22,F,desktop,guneydogu_anadolu,afternoon,12,20.0,0,0,0,0,1
2013,20,F,desktop,guneydogu_anadolu,morning,9,412.1,0,0,0,0,0
2014,18,F,desktop,marmara,evening,2,124.66,0,0,0,0,0
2015,55,M,mobile,marmara,evening,8,236.57,0,0,0,0,1
2016,32,M,tablet,akdeniz,afternoon,15,169.13,0,0,1,1,0
2017,51,F,desktop,guneydogu_anadolu,evening,7,203.65,1,0,0,0,0
2018,52,M,desktop,guneydogu_anadolu,afternoon,11,146.24,1,0,0,0,0
2019,66,M,desktop,akdeniz,morning,13,178.29,0,1,0,0,0
2020,42,M,desktop,marmara,morning,1,83.33,0,0,0,0,0
2021,41,M,mobile,marmara,afternoon,14,297.52,0,0,0,1,0
2022,29,M,desktop,karadeniz,morning,11,139.77,1,0,0,0,0
2023,35,F,desktop,ic_anadolu,afternoon,5,164.23,0,0,0,0,0
2024,32,F,mobile,akdeniz,morning,13,114.76,0,0,0,0,0
2025,61,M,desktop,akdeniz,morning,11,66.88,1,0,1,1,0
2026,33,F,mobile,ic_anadolu,night,5,66.04,0,1,0,0,0
2027,44,M,desktop,dogu_anadolu,night,3,237.31,1,0,0,0,0
2028,25,F,tablet,ege,afternoon,2,21.89,0,1,1,0,0
2029,63,F,desktop,marmara,evening,14,160.96,1,1,0,0,1
2030,42,M,tablet,ic_anadolu,evening,1,95.93,0,1,0,1,0
2031,34,M,desktop,dogu_anadolu,evening,15,106.5,0,1,1,1,0
2032,46,F,mobile,ege,morning,8,195.1,0,0,0,1,0
2033,70,M,desktop,marmara,afternoon,7,87.21,0,0,0,1,0
2034,25,M,mobile,marmara,afternoon,3,112.39,0,0,1,0,0
2035,32,M,desktop,marmara,afternoon,2,79.55,0,0,0,0,0
2036,44,F,mobile,marmara,morning,15,221.79,0,0,1,0,1
2037,63,M,mobile,ic_anadolu,evening,6,264.74,0,0,0,0,0
2038,67,M,mobile,marmara,morning,5,154.41,0,1,0,0,0
2039,69,F,mobile,ic_anadolu,morning,15,56.7,0,0,0,1,0
2040,24,M,desktop,marmara,afternoon,3,202.69,0,1,0,0,0
2041,20,M,desktop,marmara,morning,3,52.37,0,0,0,0,0
2042,46,M,mobile,akdeniz,evening,15,83.62,0,0,0,0,0
2043,61,M,desktop,akdeniz,evening,1,164.22,1,0,0,1,0
2044,70,F,desktop,marmara,evening,3,24.17,1,0,0,0,0
2045,41,F,desktop,karadeniz,afternoon,9,130.0,1,1,0,1,0
2046,20,M,desktop,marmara,afternoon,2,199.82,0,0,0,0,0
2047,37,M,mobile,ege,evening,2,88.21,0,0,0,0,0
2048,63,M,mobile,akdeniz,afternoon,11,123.88,0,0,0,0,0
2049,32,M,tablet,dogu_anadolu,afternoon,5,70.61,0,0,1,0,0
2050,42,F,desktop,ege,afternoon,8,144.99,0,0,0,0,0
2051,47,F,tablet,ege,night,11,500.0,0,1,1,0,0
2052,31,F,mobile,akdeniz,night,5,122.59,0,0,0,1,0
2053,24,F,tablet,ege,morning,8,180.31,0,0,0,0,0
2054,34,M,mobile,ic_anadolu,morning,14,111.85,0,0,1,1,0
2055,61,F,mobile,marmara,evening,7,259.77,0,0,1,0,0
2056,37,M,desktop,karadeniz,morning,6,210.92,0,0,1,1,0
2057,53,F,desktop,marmara,morning,6,269.24,1,1,0,0,0
2058,26,M,desktop,guneydogu_anadolu,morning,6,41.05,0,0,1,0,0
2059,55,M,tablet,ege,afternoon,2,133.34,1,0,0,1,0
2060,65,F,tablet,dogu_anadolu,afternoon,10,68.89,1,1,0,0,0
2061,39,F,mobile,ege,afternoon,11,353.51,0,1,1,0,0
2062,70,F,tablet,marmara,night,9,208.58,0,1,0,0,0
2063,70,M,tablet,marmara,afternoon,7,127.78,0,1,1,1,0
2064,19,F,mobile,dogu_anadolu,morning,3,206.3,0,0,0,0,0
2065,41,M,mobile,ege,afternoon,4,77.79,0,0,1,0,0
2066,25,M,mobile,ege,morning,5,106.26,0,0,0,0,0
2067,28,M,mobile,marmara,night,9,174.66,0,0,0,1,0
2068,30,F,desktop,guneydogu_anadolu,morning,9,176.42,0,0,0,0,1
2069,34,M,mobile,marmara,night,11,196.95,0,0,0,0,0
2070,25,F,mobile,marmara,afternoon,3,68.51,0,0,1,0,0
2071,38,F,mobile,guneydogu_anadolu,evening,15,277.21,1,1,0,0,1
2072,35,M,tablet,dogu_anadolu,evening,6,53.74,0,0,0,0,0
2073,47,M,desktop,marmara,night,8,155.86,0,0,0,0,0
2074,35,F,desktop,dogu_anadolu,evening,3,56.05,1,0,1,0,0
2075,63,F,mobile,marmara,evening,11,73.62,0,0,0,0,0
2076,64,F,mobile,marmara,evening,9,184.72,0,0,1,0,0
2077,48,M,desktop,karadeniz,evening,4,85.46,1,0,0,0,1
2078,55,F,mobile,karadeniz,night,7,168.45,0,1,0,0,0
2079,49,M,mobile,marmara,morning,14,254.68,1,0,1,0,0
2080,28,M,tablet,marmara,morning,12,110.84,1,0,1,0,0
2081,62,M,mobile,marmara,morning,9,212.49,0,0,0,0,0
2082,42,F,desktop,karadeniz,afternoon,14,163.8,1,0,1,0,0
2083,50,M,mobile,guneydogu_anadolu,evening,12,157.77,0,1,0,0,0
2084,55,M,tablet,marmara,morning,11,38.86,1,0,0,1,0
2085,58,M,mobile,karadeniz,afternoon,6,37.32,0,0,0,0,0
2086,25,F,mobile,marmara,evening,5,184.58,0,0,1,0,1
2087,28,F,desktop,ic_anadolu,evening,4,52.57,0,1,1,0,0
2088,39,F,tablet,marmara,evening,5,299.01,0,0,0,0,0
2089,68,M,mobile,ic_anadolu,morning,3,85.61,0,0,0,1,0
2090,41,M,mobile,marmara,night,9,150.96,0,0,0,0,0
2091,58,M,desktop,dogu_anadolu,morning,12,81.53,1,1,0,0,0
2092,34,F,tablet,marmara,evening,2,58.11,1,0,1,0,0
2093,29,F,mobile,ege,morning,12,75.15,0,0,1,0,0
2094,63,F,tablet,karadeniz,morning,7,376.7,1,0,0,1,0
2095,49,F,desktop,ege,night,4,368.69,0,0,0,0,0
2096,32,F,desktop,marmara,evening,8,51.29,1,0,1,0,0
2097,33,M,desktop,akdeniz,afternoon,7,312.55,0,0,1,0,0
2098,39,M,mobile,karadeniz,evening,9,119.61,0,0,1,0,0
2099,45,M,mobile,ege,afternoon,4,95.53,0,0,0,0,0
2100,37,F,mobile,marmara,morning,12,52.63,0,0,0,0,0
2101,50,F,mobile,ege,evening,2,492.25,0,0,1,0,1
2102,27,F,mobile,guneydogu_anadolu,evening,8,87.5,0,0,0,0,0
2103,57,M,desktop,marmara,night,12,106.66,0,1,0,0,0
2104,49,F,desktop,ege,afternoon,9,88.08,1,0,0,0,0
2105,67,M,tablet,ic_anadolu,evening,6,147.14,0,1,1,0,0
2106,50,F,mobile,marmara,afternoon,7,76.62,0,1,1,0,0
2107,19,M,mobile,ege,afternoon,6,272.68,0,0,1,0,1
2108,50,M,mobile,guneydogu_anadolu,afternoon,2,241.8,0,0,1,0,0
2109,50,F,mobile,marmara,night,14,167.35,0,1,0,1,1
2110,58,M,desktop,karadeniz,morning,9,154.03,1,1,0,0,0
2111,30,F,mobile,karadeniz,morning,6,125.59,0,1,1,0,0
2112,47,M,tablet,marmara,evening,12,99.64,0,1,0,0,0
2113,50,F,mobile,marmara,morning,15,68.73,0,0,0,1,0
2114,30,F,desktop,dogu_anadolu,night,3,191.39,0,0,1,0,0
2115,69,M,mobile,karadeniz,morning,4,204.27,1,0,1,1,0
2116,43,M,desktop,marmara,evening,4,350.81,0,1,0,0,0
2117,39,F,desktop,marmara,afternoon,13,133.76,0,0,1,0,0
2118,56,M,tablet,ic_anadolu,morning,12,93.04,0,1,0,0,0
2119,19,F,desktop,ege,evening,9,147.1,0,0,0,0,0
2120,55,F,tablet,akdeniz,evening,11,108.72,0,0,0,0,0
2121,56,M,mobile,guneydogu_anadolu,morning,7,139.57,1,0,0,0,0
2122,43,F,mobile,ege,morning,4,52.91,1,0,0,0,0
2123,63,F,mobile,dogu_anadolu,afternoon,6,136.01,1,1,1,0,0
2124,67,M,desktop,ic_anadolu,afternoon,12,36.82,0,0,0,0,0
2125,32,F,mobile,marmara,afternoon,15,304.01,1,1,0,1,1
2126,51,M,tablet,ic_anadolu,afternoon,7,89.82,0,0,0,1,0
2127,59,F,mobile,akdeniz,afternoon,8,172.63,0,0,0,0,0
2128,61,F,mobile,marmara,afternoon,6,197.75,0,0,1,1,0
2129,66,F,tablet,marmara,afternoon,8,66.64,0,0,0,0,0
2130,57,M,desktop,akdeniz,morning,8,34.84,1,0,1,0,0
2131,28,M,desktop,ic_anadolu,evening,14,326.1,0,0,0,0,0
2132,20,F,desktop,guneydogu_anadolu,evening,4,82.52,0,0,0,0,0
2133,23,F,mobile,dogu_anadolu,morning,9,127.37,0,1,0,1,0
2134,26,M,mobile,marmara,morning,13,80.1,0,0,0,0,0
2135,23,F,mobile,karadeniz,morning,14,85.66,0,1,1,0,0
2136,26,M,tablet,marmara,evening,9,93.15,0,1,1,1,0
2137,56,F,mobile,marmara,afternoon,12,183.73,0,0,1,0,0
2138,48,M,desktop,marmara,afternoon,4,100.73,1,0,0,0,0
2139,49,F,desktop,ic_anadolu,night,9,32.04,0,0,0,0,1
2140,58,M,tablet,marmara,afternoon,12,214.54,0,1,0,0,0
2141,67,M,desktop,ege,evening,4,92.59,0,0,0,0,0
2142,29,F,mobile,marmara,morning,2,108.19,0,0,1,1,0
2143,25,F,desktop,ege,afternoon,4,449.5,1,0,1,0,0
2144,25,M,desktop,guneydogu_anadolu,morning,2,123.76,0,0,1,0,0
2145,67,M,mobile,guneydogu_anadolu,afternoon,7,128.68,0,1,1,0,0
2146,45,F,desktop,ic_anadolu,afternoon,13,280.72,0,0,0,1,0
2147,37,F,tablet,akdeniz,evening,15,67.13,0,0,0,0,0
2148,64,M,mobile,ic_anadolu,evening,15,394.35,0,0,0,0,1
2149,24,F,mobile,karadeniz,morning,9,31.21,0,0,0,1,0
2150,28,M,mobile,ic_anadolu,evening,7,212.6,0,0,1,0,0
2151,37,F,mobile,marmara,morning,9,211.73,0,0,0,1,1
2152,33,M,tablet,ege,afternoon,6,96.54,1,0,0,0,1
2153,21,M,desktop,ege,evening,11,74.35,0,0,0,0,0
2154,23,M,desktop,ege,evening,7,114.68,1,0,1,0,1
2155,39,F,desktop,ege,afternoon,12,56.07,1,0,0,0,0
2156,43,M,tablet,karadeniz,morning,5,62.22,0,0,0,1,0
2157,20,F,tablet,ic_anadolu,afternoon,8,63.18,1,0,0,0,1
2158,58,M,desktop,marmara,morning,2,76.89,1,0,0,0,0
2159,59,M,mobile,marmara,night,3,93.57,1,0,1,0,1
2160,31,F,desktop,ic_anadolu,afternoon,11,218.31,0,1,0,0,0
2161,28,M,desktop,marmara,night,8,94.65,1,1,1,0,0
2162,35,F,mobile,marmara,night,8,258.15,0,1,0,0,0
2163,29,M,desktop,karadeniz,afternoon,2,139.34,0,0,0,0,0
2164,40,M,mobile,akdeniz,morning,6,116.47,1,0,1,0,0
2165,29,M,mobile,dogu_anadolu,evening,13,28.98,0,0,1,0,1
2166,30,F,mobile,karadeniz,morning,11,129.77,0,0,0,1,0
2167,42,F,mobile,dogu_anadolu,afternoon,9,66.5,1,1,0,1,1
2168,62,M,mobile,marmara,morning,6,105.13,1,0,0,1,0
2169,68,F,mobile,marmara,afternoon,11,200.86,0,0,0,1,0
2170,36,F,desktop,marmara,morning,6,84.82,0,0,0,0,0
2171,63,F,mobile,marmara,afternoon,14,170.55,0,0,0,0,1
2172,53,F,desktop,akdeniz,evening,3,142.53,0,0,1,0,0
2173,62,M,desktop,karadeniz,night,9,184.18,0,0,0,0,1
2174,25,F,mobile,guneydogu_anadolu,morning,10,57.36,0,0,1,0,0
2175,46,M,tablet,dogu_anadolu,afternoon,15,209.49,0,0,0,0,1
2176,70,F,desktop,akdeniz,afternoon,5,104.29,0,0,0,0,0
2177,49,F,desktop,ic_anadolu,morning,6,477.81,0,0,0,0,0
2178,68,F,desktop,marmara,evening,4,70.55,1,0,0,0,0
2179,61,F,desktop,ege,evening,3,54.8,0,0,0,0,1
2180,35,F,mobile,dogu_anadolu,morning,12,154.69,0,0,0,0,0
2181,23,M,desktop,marmara,evening,14,41.49,0,0,0,0,0
2182,35,F,mobile,akdeniz,evening,7,123.61,0,0,1,0,1
2183,36,F,mobile,dogu_anadolu,morning,14,229.3,1,1,0,0,1
2184,39,F,mobile,marmara,evening,5,160.56,0,0,0,1,0
2185,54,F,mobile,guneydogu_anadolu,afternoon,13,42.86,0,0,0,0,0
2186,49,M,desktop,marmara,evening,2,184.03,0,0,0,0,0
2187,58,M,desktop,dogu_anadolu,afternoon,15,124.5,0,0,0,0,0
2188,20,F,mobile,ege,morning,7,120.36,0,1,1,1,0
2189,45,F,desktop,marmara,evening,14,73.85,0,0,1,1,0
2190,27,M,mobile,marmara,afternoon,9,70.94,0,1,1,0,0
2191,68,F,desktop,ic_anadolu,evening,14,27.14,1,0,0,1,0
2192,52,M,desktop,dogu_anadolu,morning,3,120.08,1,0,0,0,0
2193,46,F,desktop,ic_anadolu,evening,6,58.56,1,0,0,1,0
2194,32,M,desktop,dogu_anadolu,afternoon,11,338.27,1,0,0,0,0
2195,50,M,tablet,karadeniz,evening,14,153.04,0,0,1,0,0
2196,24,M,desktop,marmara,evening,9,106.86,0,0,1,0,0
2197,29,F,tablet,ic_anadolu,afternoon,15,199.11,1,0,1,1,0
2198,66,F,mobile,ege,morning,15,94.69,0,0,0,0,0
2199,47,F,tablet,akdeniz,evening,1,99.59,0,0,0,1,1
2200,38,F,mobile,marmara,afternoon,4,72.84,0,0,0,0,0
2201,48,F,tablet,marmara,night,13,140.25,0,0,0,0,0
2202,41,F,desktop,ic_anadolu,afternoon,2,291.06,0,0,0,1,0
2203,37,M,mobile,marmara,evening,14,173.49,0,1,0,0,0
2204,54,M,desktop,ic_anadolu,evening,8,148.64,1,0,0,0,0
2205,21,F,mobile,dogu_anadolu,evening,10,500.0,0,0,0,0,1
2206,45,F,mobile,marmara,evening,12,64.29,0,1,1,0,1
2207,61,M,mobile,karadeniz,morning,8,97.5,0,1,0,0,1
2208,37,F,desktop,ic_anadolu,afternoon,3,104.95,0,0,1,0,0
2209,41,M,desktop,marmara,afternoon,10,124.44,0,0,0,0,0
2210,67,F,mobile,karadeniz,afternoon,9,312.46,0,0,0,1,1
2211,66,F,mobile,marmara,afternoon,11,205.46,0,0,0,1,0
2212,68,F,desktop,marmara,afternoon,15,152.93,1,0,0,0,0
2213,49,F,tablet,marmara,afternoon,7,30.01,1,0,0,1,0
2214,58,M,tablet,akdeniz,afternoon,14,313.22,0,1,0,1,0
2215,53,M,tablet,akdeniz,evening,2,46.39,0,0,0,1,0
2216,70,F,mobile,ege,morning,13,39.97,0,0,0,0,0
2217,51,M,desktop,marmara,afternoon,7,154.9,0,0,0,0,0
2218,53,F,tablet,karadeniz,evening,1,102.79,0,0,0,0,1
2219,19,M,mobile,dogu_anadolu,morning,9,267.35,0,0,0,0,0
2220,32,M,desktop,akdeniz,afternoon,12,77.92,1,0,0,0,0
2221,51,F,mobile,marmara,afternoon,5,33.37,0,1,0,0,0
