,user_id,age,session_count,avg_purchase,reward_arm_0,reward_arm_1,reward_arm_2,reward_arm_3,reward_arm_4,gender_M,device_mobile,device_tablet,region_dogu_anadolu,region_ege,region_guneydogu_anadolu,region_ic_anadolu,region_karadeniz,region_marmara,time_of_day_evening,time_of_day_morning,time_of_day_night
1657,1658,33,15,194.83,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
1658,1659,24,8,201.75,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
1659,1660,34,13,46.41,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
1660,1661,40,14,227.31,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0
1661,1662,43,1,87.43,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
1662,1663,38,14,95.13,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
1663,1664,39,13,259.83,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0
1664,1665,24,4,65.83,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1665,1666,31,5,36.82,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
1666,1667,32,15,131.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1
1667,1668,70,9,194.38,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0
1668,1669,24,6,55.53,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
1669,1670,26,15,133.27,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1670,1671,68,6,86.69,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1671,1672,65,14,230.77,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1672,1673,25,3,246.41,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
1673,1674,67,14,50.19,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1674,1675,40,14,76.86,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1675,1676,46,4,122.24,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0
1676,1677,35,2,240.95,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0
1677,1678,48,15,96.03,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0
1678,1679,47,7,46.88,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0
1679,1680,69,5,58.27,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1680,1681,56,12,71.83,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
1681,1682,52,10,307.42,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1682,1683,35,1,126.78,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1683,1684,59,14,104.26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1684,1685,56,5,170.43,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1685,1686,34,15,219.96,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0
1686,1687,31,11,139.76,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1687,1688,48,3,202.82,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0
1688,1689,41,9,126.54,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
1689,1690,52,9,90.87,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1690,1691,61,14,63.3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
1691,1692,62,5,153.74,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0
1692,1693,51,15,281.98,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
1693,1694,20,11,98.51,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
1694,1695,54,1,73.51,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1695,1696,60,11,289.15,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1696,1697,57,8,92.91,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1697,1698,43,5,55.48,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0
1698,1699,40,1,314.23,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
1699,1700,61,15,125.12,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0
1700,1701,56,2,16.58,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0
1701,1702,32,15,157.08,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
1702,1703,66,5,244.23,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1703,1704,21,15,167.47,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
1704,1705,46,14,75.8,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
1705,1706,39,9,318.54,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1706,1707,42,11,125.74,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
1707,1708,30,10,210.98,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
1708,1709,35,11,58.57,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0
1709,1710,50,10,233.35,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
1710,1711,33,8,89.23,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
1711,1712,62,15,202.94,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1712,1713,59,9,179.38,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
1713,1714,61,2,96.61,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1714,1715,19,9,199.94,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0
1715,1716,52,10,170.13,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0
1716,1717,59,5,98.48,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1717,1718,51,3,155.41,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1718,1719,47,10,112.8,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
1719,1720,30,14,109.27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1720,1721,30,8,49.87,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1721,1722,35,2,92.15,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0
1722,1723,49,5,295.98,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
1723,1724,49,13,184.81,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1724,1725,52,12,136.85,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0
1725,1726,56,5,369.93,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0
1726,1727,63,6,29.07,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0
1727,1728,69,4,19.13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1728,1729,46,15,64.25,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0
1729,1730,66,5,81.63,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1730,1731,46,3,302.74,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
1731,1732,70,5,252.27,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
1732,1733,61,15,107.23,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1733,1734,33,15,91.78,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
1734,1735,61,12,68.72,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1735,1736,64,10,174.99,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
1736,1737,27,13,147.42,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1737,1738,47,6,71.55,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
1738,1739,42,13,96.1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0
1739,1740,56,1,66.0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
1740,1741,37,13,227.39,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
1741,1742,22,4,110.34,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1742,1743,18,10,105.36,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1743,1744,47,14,202.32,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1744,1745,66,15,186.97,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1745,1746,20,12,142.32,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0
1746,1747,62,6,63.61,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1747,1748,31,13,134.59,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0
1748,1749,47,2,101.75,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
1749,1750,67,10,309.45,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1750,1751,21,5,49.01,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1751,1752,35,11,103.74,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
1752,1753,54,9,243.51,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1753,1754,42,3,88.13,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
1754,1755,65,3,224.54,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1755,1756,18,9,115.16,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
1756,1757,70,15,259.52,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
1757,1758,63,3,300.62,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1758,1759,32,4,47.61,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
1759,1760,26,12,313.57,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1760,1761,32,9,113.91,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1761,1762,66,4,99.02,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
1762,1763,41,7,32.47,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
1763,1764,21,4,291.22,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0
1764,1765,29,10,95.75,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
1765,1766,54,14,141.0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0
1766,1767,54,9,100.26,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1767,1768,60,10,222.8,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1768,1769,23,4,245.84,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1769,1770,56,3,103.07,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1770,1771,63,15,60.6,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
1771,1772,41,6,157.76,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0
1772,1773,28,13,163.21,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1773,1774,30,13,80.81,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
1774,1775,51,8,148.93,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
1775,1776,42,2,117.42,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0
1776,1777,24,13,28.82,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0
1777,1778,69,11,104.01,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1778,1779,21,2,103.4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
1779,1780,25,10,156.73,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1780,1781,37,7,76.84,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0
1781,1782,46,10,116.21,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
1782,1783,70,15,179.46,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1783,1784,68,13,200.86,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
1784,1785,62,6,135.62,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1785,1786,63,3,148.12,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0
1786,1787,27,3,54.76,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1787,1788,60,13,180.82,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0
1788,1789,51,7,75.4,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1789,1790,43,3,140.54,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1790,1791,58,15,160.05,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0
1791,1792,66,10,33.1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
1792,1793,20,3,48.45,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
1793,1794,23,12,96.54,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0
1794,1795,22,14,192.08,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1
1795,1796,22,7,204.47,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1796,1797,64,9,50.55,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1797,1798,40,9,212.39,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
1798,1799,66,3,278.92,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0
1799,1800,26,8,67.66,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1800,1801,52,3,68.37,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0
1801,1802,37,14,34.9,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
1802,1803,66,12,26.44,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1803,1804,59,8,246.62,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1804,1805,52,12,168.7,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0
1805,1806,67,3,189.49,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
1806,1807,35,4,196.47,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
1807,1808,34,7,221.88,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
1808,1809,41,6,54.47,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1809,1810,20,13,226.47,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1
1810,1811,49,11,32.9,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1811,1812,52,14,66.31,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
1812,1813,55,8,56.22,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1813,1814,30,2,151.61,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1814,1815,64,13,87.44,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1815,1816,42,4,116.64,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
1816,1817,26,1,180.38,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1817,1818,21,8,79.86,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1818,1819,31,15,93.76,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0
1819,1820,54,4,35.76,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1820,1821,51,8,206.35,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1821,1822,28,2,31.28,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1
1822,1823,58,15,291.26,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1823,1824,20,8,94.73,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1824,1825,45,2,117.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1825,1826,46,13,98.05,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
1826,1827,26,8,202.57,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1827,1828,20,15,106.12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1828,1829,42,15,264.96,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
1829,1830,51,1,42.73,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1830,1831,29,13,55.07,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0
1831,1832,59,2,255.21,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
1832,1833,26,6,89.13,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0
1833,1834,32,1,92.3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1834,1835,57,12,155.19,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0
1835,1836,42,7,115.55,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1836,1837,22,5,398.85,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1837,1838,28,7,56.08,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0
1838,1839,51,2,221.84,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
1839,1840,41,2,220.6,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
1840,1841,32,15,72.57,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1841,1842,55,12,51.52,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0
1842,1843,25,15,138.35,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0
1843,1844,22,6,98.51,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1844,1845,65,14,229.17,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1845,1846,43,13,118.46,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0
1846,1847,35,15,86.29,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1847,1848,23,10,55.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1848,1849,54,3,160.23,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1849,1850,65,14,21.79,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1850,1851,30,13,49.08,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0
1851,1852,45,8,99.71,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
1852,1853,22,5,81.2,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
1853,1854,30,11,180.73,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1854,1855,34,4,145.03,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1
1855,1856,67,14,51.91,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1856,1857,57,15,69.66,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1857,1858,62,7,41.56,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1858,1859,49,3,104.26,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
1859,1860,46,1,367.16,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
1860,1861,68,9,294.74,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
1861,1862,20,15,170.99,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0
1862,1863,57,12,188.45,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
1863,1864,51,6,111.98,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
1864,1865,57,5,216.05,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
1865,1866,44,4,76.46,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0
1866,1867,30,2,173.73,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
1867,1868,62,7,152.18,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1868,1869,50,7,161.67,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0
1869,1870,23,12,175.26,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
1870,1871,41,14,125.84,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1871,1872,36,13,174.98,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1872,1873,33,8,149.79,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1873,1874,57,5,63.7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1874,1875,45,3,182.11,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
1875,1876,50,13,60.64,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
1876,1877,65,5,75.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1877,1878,58,11,105.25,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1
1878,1879,30,4,365.69,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1879,1880,60,14,184.09,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
1880,1881,62,8,62.23,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
1881,1882,42,6,236.82,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
1882,1883,70,9,40.5,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
1883,1884,59,15,160.45,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
1884,1885,53,7,64.57,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0
1885,1886,44,2,272.54,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
1886,1887,55,9,130.45,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
1887,1888,24,13,156.9,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0
1888,1889,22,13,163.12,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0
1889,1890,60,6,94.8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1890,1891,62,12,124.43,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1
1891,1892,68,11,146.79,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
1892,1893,48,7,183.21,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
1893,1894,40,12,58.48,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1894,1895,59,2,88.33,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1895,1896,27,9,27.85,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0
1896,1897,49,1,309.79,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1897,1898,60,6,76.33,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
1898,1899,70,15,306.7,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
1899,1900,47,8,25.94,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1900,1901,56,2,30.74,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
1901,1902,48,3,37.42,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1902,1903,35,10,175.5,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0
1903,1904,53,15,95.82,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
1904,1905,19,10,374.21,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0
1905,1906,31,7,139.87,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1
1906,1907,30,13,80.75,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
1907,1908,46,14,182.92,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0
1908,1909,29,12,234.72,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1909,1910,56,12,240.43,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1910,1911,19,1,266.22,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1911,1912,49,5,154.47,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0
1912,1913,30,11,80.76,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1913,1914,63,6,97.22,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
1914,1915,44,10,71.74,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1915,1916,66,7,113.13,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1916,1917,58,13,205.72,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1917,1918,34,10,131.82,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
1918,1919,57,12,286.18,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1919,1920,48,15,247.69,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1920,1921,51,8,225.81,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
1921,1922,41,3,51.92,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
1922,1923,62,14,219.99,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
1923,1924,52,9,84.23,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0
1924,1925,65,1,174.73,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1925,1926,23,11,124.99,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0
1926,1927,36,5,56.74,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1927,1928,47,15,63.02,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1928,1929,24,7,134.09,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1929,1930,27,7,94.84,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1930,1931,58,4,60.75,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
1931,1932,49,1,236.77,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1
1932,1933,51,15,50.36,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
1933,1934,45,14,30.17,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
1934,1935,32,15,212.36,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0
1935,1936,47,8,67.32,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1936,1937,54,4,38.94,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0
1937,1938,46,2,163.17,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0
1938,1939,39,5,105.89,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0
1939,1940,21,10,212.24,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0
1940,1941,37,9,302.62,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
1941,1942,49,5,24.01,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1942,1943,53,15,94.84,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
1943,1944,67,3,37.07,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0
1944,1945,21,7,191.01,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
